Artifact_ID,Artifact_Name,Museum_ID,Gallery_No,Period_Dating,Finding_Place,Dimension_ID,Provenance_Note,Description,Source_Link
2535,Voucher of the expenditure given by Advocate Syed A.M.K,30,,,,,Syed A. K. M. Emdadul Bari,"Voucher of the expenditure given by Advocate Syed A.M.K. Emdadul Bari. He was the Head of the Camp Bijna, Agartola and Chairman of publication Sub-committee ( South Eastern Region) V. No- 30, Date: December, 1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2536,Voucher of the expenditure given by Advocate Syed A.M.K,30,,,,,Syed A. K. M. Emdadul Bari,"Voucher of the expenditure given by Advocate Syed A.M.K. Emdadul Bari. He was the Head of the Camp Bijna, Agartola and Chairman of publication Sub-committee ( South Eastern Region) V. No- 29, Date: 30/11/1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2537,Voucher of the expenditure given by Advocate Syed A.M.K,30,,,,,Syed A. K. M. Emdadul Bari,"Voucher of the expenditure given by Advocate Syed A.M.K. Emdadul Bari. He was the Head of the Camp Bijna, Agartola and Chairman of publication Sub-committee ( South Eastern Region) V. No- 28, Date: 30/11/1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2538,Bullet found from the body of Freedom Fighter Md,30,,,,,Md. Abdul Ahad Khan,"Bullet found from the body of Freedom Fighter Md. Abdul Ahad Khan. He worked on 34 East Bengal at Chittagong Cantonment in 1971 under Brigadier Mojumdar. Pakistani Army attacked on the cantonment and shot a bullet him on 26th March, 1971. After his recovery he joined in Kaukhali sector 9. He retired from Bangladesh Army on 27/09/1980. Source: A B M Jamal.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2539,Collection of all 1971 related news of the Weekly New Age,30,,,,,Probhat Das Gupto and Rani Das Gupto,Collection of all 1971 related news of the Weekly New Age,https://www.liberationwarmuseumbd.org/page/object-donor-list
2540,Photograph of Indian Chief of Army Sham Manek Shaw during his visit to Dhaka university,30,,,,,Tofajjol Hossain Chowdhury,"Photograph of Indian Chief of Army Sham Manek Shaw during his visit to Dhaka university, Bangladesh on 21-26 December, 1971. The then Chief Engineer of University of Dhaka – Tofajjol Hossain Chowdhury welcomed him.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2541,Photograph of Indian Army in Chief Sham Manek Shaw with students,30,,,,,Tofajjol Hossain Chowdhury,"Photograph of Indian Army in Chief Sham Manek Shaw with students, teachers near Surjosen hall, university of Dhaka.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2542,"Magazine — Jugantor Date: 6th December, 1971- 1 page",30,,,,,T C Sarker,"Magazine: Jugantor Date: 6th December, 1971- 1 page",https://www.liberationwarmuseumbd.org/page/object-donor-list
2543,"Magazine — Jugantor Date: 7th December, 1971- 1-8 page",30,,,,,T C Sarker,"Magazine: Jugantor Date: 7th December, 1971- 1-8 page",https://www.liberationwarmuseumbd.org/page/object-donor-list
2544,"Magazine — Jugantor Date: 8th December, 1971- 1-8 page",30,,,,,T C Sarker,"Magazine: Jugantor Date: 8th December, 1971- 1-8 page",https://www.liberationwarmuseumbd.org/page/object-donor-list
2545,"Magazine — Jugantor Date: 17th December, 1971- 1-8 page",30,,,,,T C Sarker,"Magazine: Jugantor Date: 17th December, 1971- 1-8 page",https://www.liberationwarmuseumbd.org/page/object-donor-list
2546,Stamp — no: 538,30,,,,,Swatee Majid,Stamp: no: 538,https://www.liberationwarmuseumbd.org/page/object-donor-list
2547,Stamp — no: 581,30,,,,,Swatee Majid,Stamp: no: 581,https://www.liberationwarmuseumbd.org/page/object-donor-list
2548,Indian Money Order form,30,,,,,Swatee Majid,Indian Money Order form,https://www.liberationwarmuseumbd.org/page/object-donor-list
2549,"Newspaper Cutting — Headline- The Mahamedan Khalifate Saturday, No- 14",30,,,,,Swatee Majid,"Newspaper Cutting: Headline- The Mahamedan Khalifate Saturday, No- 14",https://www.liberationwarmuseumbd.org/page/object-donor-list
2550,Photograph of newly Independent Akhaura Gongasagor Railway Station,30,,,,,Joydul Hossain,Photograph of newly Independent Akhaura Gongasagor Railway Station.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2551,Photograph of Cheerful Freedom Fighters after wining Akhaura,30,,,,,Joydul Hossain,Photograph of Cheerful Freedom Fighters after wining Akhaura,https://www.liberationwarmuseumbd.org/page/object-donor-list
2552,Photograph Of newly Independent Brammanbaria- distributing foods and cloths to the orphans and children,30,,,,,Joydul Hossain,Photograph Of newly Independent Brammanbaria- distributing foods and cloths to the orphans and children.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2553,Pothua Shahitto: Bangla: 1363,30,,,,,Tarok Chandra Pandit,"Pothua Shahitto: Bangla: 1363, page-8",https://www.liberationwarmuseumbd.org/page/object-donor-list
2554,Document ( Photocopy) List of Dalal (1-42),30,,,,,Md. Ruhul Kuddus Selim,Document ( Photocopy) List of Dalal (1-42),https://www.liberationwarmuseumbd.org/page/object-donor-list
2555,Document( photocopy) — Kishorganj Sub-Divitional Peace Committee (1-132) 2 Pages,30,,,,,Md. Ruhul Kuddus Selim,Document( photocopy) : Kishorganj Sub-Divitional Peace Committee (1-132) 2 Pages,https://www.liberationwarmuseumbd.org/page/object-donor-list
2556,Photograph of 2 Freedom Fighters and monitoring the position of Pakistani Army,30,,,,,Syed A. K. M. Emdadul Bari,Photograph of 2 Freedom Fighters and monitoring the position of Pakistani Army.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2557,Photograph of Camp leader and freedom fighter Syed Emdadul Bari with arms and co-fighters before leaving for a mission at Agart…,30,,,,,Syed A. K. M. Emdadul Bari,Photograph of Camp leader and freedom fighter Syed Emdadul Bari with arms and co-fighters before leaving for a mission at Agartola Bijona Camp.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2558,Some other photographs of freedom fighters,30,,,,,Syed A. K. M. Emdadul Bari,Some other photographs of freedom fighters,https://www.liberationwarmuseumbd.org/page/object-donor-list
2559,Photographs of killing field of Akhaora,30,,,,,Syed A. K. M. Emdadul Bari,Photographs of killing field of Akhaora,https://www.liberationwarmuseumbd.org/page/object-donor-list
2560,Photographs of destruction by Pakistan army,30,,,,,Syed A. K. M. Emdadul Bari,Photographs of destruction by Pakistan army,https://www.liberationwarmuseumbd.org/page/object-donor-list
2561,Map of Bangladesh- red circle on Green,30,,,,,Sholil Ghosh,Map of Bangladesh- red circle on Green. Damamged and torn in little.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2562,Photograph ( not Clear) — Photograph of freedom Fighter Md. Suntan Kha,30,,,,,Md. Sultan kha,Photograph ( not Clear): Photograph of freedom Fighter Md. Suntan Kha .,https://www.liberationwarmuseumbd.org/page/object-donor-list
2563,Photograph of Martyr Dr,30,,,,,Dhritobroto Sen,"Photograph of Martyr Dr. Mihir Kumar Sen. During 1971 he was a government officer in Thakuro Kona, Netrokona and member of Bangladesh Medical Association. He was caught by the Pakistan Army on 18th April, 1971 when Army First entered in Netrokona along with his relatives: son of his sister in law and servant near the residence of D C. Then he was killed on the Trimohoni Bridge, Purbodhola Road, Netrokona.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2564,Photograph of Martyr Siddhartho Sen,30,,,,,Dhritobroto Sen,"Photograph of Martyr Siddhartho Sen. He was a cultural activist, singer and president of Netrokona Student Union. He was Caught by Pakistani Army on 18th April, 1971. He was killed by the army on the trimohoni Bridge, purbodhola road, Netrokona.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2565,Document — Government of West Bengal Declaration about Dr. A T M Anisuzzaman Date: 22/12/1971. No: 6074/71,30,,,,,Dr. Anisuzzaman,Document: Government of West Bengal Declaration about Dr. A T M Anisuzzaman Date: 22/12/1971. No: 6074/71,https://www.liberationwarmuseumbd.org/page/object-donor-list
2566,Photograph of the then Indian Prime Minister Indira Gandhi Visited the refugee Camp set up at Shilchar and Agartola on May 15,30,,,,,Dr. Anisuzzaman,"Photograph of the then Indian Prime Minister Indira Gandhi Visited the refugee Camp set up at Shilchar and Agartola on May 15, 1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2567,Photograph of Martyr Nogendra Chandra Ray,30,,,,,Mohammad Saidur,Photograph of Martyr Nogendra Chandra Ray.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2568,Photograph of Martyr Nirad Ranjan Pondit,30,,,,,Mohammad Saidur,Photograph of Martyr Nirad Ranjan Pondit.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2569,Photograph of Martyr Tapas Kanti Pondit,30,,,,,Mohammad Saidur,Photograph of Martyr Tapas Kanti Pondit,https://www.liberationwarmuseumbd.org/page/object-donor-list
2570,Photograph of Shoilesh Chandra Pondit,30,,,,,Mohammad Saidur,Photograph of Shoilesh Chandra Pondit,https://www.liberationwarmuseumbd.org/page/object-donor-list
2571,Photograph of Khitish Chandra Pondit,30,,,,,Mohammad Saidur,Photograph of Khitish Chandra Pondit,https://www.liberationwarmuseumbd.org/page/object-donor-list
2572,Sign Letter with Secret code sent to Freedom Fighters Camp from the enemy Camp,30,,,,,Usha Rani Devi,Sign Letter with Secret code sent to Freedom Fighters Camp from the enemy Camp. Date: 29/08/1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2573,Badge( Map of Bangladesh in a red circle on Yellow) Stop Genocide-Recognize Bangladesh/ Bangladesh Students Action Committee in UK,30,,,,,A T M Nizam,Badge( Map of Bangladesh in a red circle on Yellow) Stop Genocide-Recognize Bangladesh/ Bangladesh Students Action Committee in UK,https://www.liberationwarmuseumbd.org/page/object-donor-list
2574,Document paper (8-pages)after the discussions and meetings with European and American Donors with Economist Rehman Soghan from…,30,,,,,Begum Salma Sobhan,Document paper (8-pages)after the discussions and meetings with European and American Donors with Economist Rehman Soghan from Bangladesh,https://www.liberationwarmuseumbd.org/page/object-donor-list
2575,Photograph of Martyr Mubidul Alam,30,,,,,Mahbub Alam Chishti,"Photograph of Martyr Mubidul Alam. He was shot in a Front War with the razakarz, then he was bruttaly killed by them and put the body float in the river on 21st September, 1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2576,Spectacles used by Martyr Mubidul Alam,30,,,,,Mahbub Alam Chishti,Spectacles used by Martyr Mubidul Alam,https://www.liberationwarmuseumbd.org/page/object-donor-list
2577,Full pant ( Khaki Colour) used by Freedom Fighter Sultan kha during 1971,30,,,,,Md. Sultan kha,Full pant ( Khaki Colour) used by Freedom Fighter Sultan kha during 1971.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2578,Newspaper — Banglar Bani ( Issue of Bangladesh Genocide),30,,,,,Parveen Hasan,Newspaper: Banglar Bani ( Issue of Bangladesh Genocide),https://www.liberationwarmuseumbd.org/page/object-donor-list
2579,Photograph of Martyr Dr,30,,,,,Md. Enamul Haq,Photograph of Martyr Dr. Jikrul Haq,https://www.liberationwarmuseumbd.org/page/object-donor-list
2580,"Photograph Martyr Dr. Jikrul Haq with ABdur Rauf Date — 26th March, 1969",30,,,,,Md. Enamul Haq,"Photograph Martyr Dr. Jikrul Haq with ABdur Rauf Date: 26th March, 1969",https://www.liberationwarmuseumbd.org/page/object-donor-list
2581,Photograph of Martyr Iqbal Rahman,30,,,,,Amena Rahman,Photograph of Martyr Iqbal Rahman. He was shot by Pakistani army Just after the Indenpendence. He was at that time holding the flag of Bangladesh and calling Joy Bangla.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2582,Document/legal Papers of Perpetrators- 1 copy (5 Page),30,,,,,Md. Shafikul Islam (Chandan),Document/legal Papers of Perpetrators- 1 copy (5 Page),https://www.liberationwarmuseumbd.org/page/object-donor-list
2583,Order Letter of M N A to transfer the Charge of Mylam Camp on 01/01/1971,30,,,,,Md. Fojlul Haq,Order Letter of M N A to transfer the Charge of Mylam Camp on 01/01/1971.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2584,Letter of M A Kuddus from Transit Camp in charge,30,,,,,Md. Fojlul Haq,Letter of M A Kuddus from Transit Camp in charge.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2585,Photograph of Sheikh Mujibur Rahman with his Daughter Sheikh Hasina in a Rare Pose,30,,,,,Freedom Foundation,Photograph of Sheikh Mujibur Rahman with his Daughter Sheikh Hasina in a Rare Pose.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2586,Photograph of Women Students on the streets during the non-cooperation movement in 1971,30,,,,,Freedom Foundation,Photograph of Women Students on the streets during the non-cooperation movement in 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2587,Photograph of Sheikh Mujib on January,30,,,,,Freedom Foundation,"Photograph of Sheikh Mujib on January, 1972 returning to his Homeland after being released from the Pakistan Jail.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2588,Photograph (16th December,30,,,,,Freedom Foundation,"Photograph (16th December,1971)-General Niazi of the Occupation Forces signing the Document of Surrender. Indian Army Chief General Aurora is sitting beside him. Then it was handed over to the Commander of the Bangladesh Air Force A K Khondokar",https://www.liberationwarmuseumbd.org/page/object-donor-list
2589,Photograph Of the Bengali Intellectuals and well-known people lying dead in the Killing field after the surrender of the Pakist…,30,,,,,Freedom Foundation,Photograph Of the Bengali Intellectuals and well-known people lying dead in the Killing field after the surrender of the Pakistan Army,https://www.liberationwarmuseumbd.org/page/object-donor-list
2590,Photograph of hoisting Bangladeshi Flag at the residence of Sheikh Mujibur Rahman on 23rd March,30,,,,,Freedom Foundation,"Photograph of hoisting Bangladeshi Flag at the residence of Sheikh Mujibur Rahman on 23rd March, 1971. Just after two Days Pakistani Army invaded Dhaka city.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2591,Black Coloured Car used by Martyr Dr,30,,,,,Dr. Jahanara Rabbii,"Black Coloured Car used by Martyr Dr. Fazle Rabbi. Dr. Rabbi himself drove the car to see his last patient in Old Dhaka city on 15th December, 1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2592,Car key (2 keys in one ring)used by Martyr Dr,30,,,,,Dr. Jahanara Rabbii,Car key (2 keys in one ring)used by Martyr Dr. Fazle Rabbi,https://www.liberationwarmuseumbd.org/page/object-donor-list
2593,Letter and documents of 1971,30,,,,,Dr. Javed Mahmood,Letter and documents of 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2594,Documents related to cultural activities during liberation war of 1971,30,,,,,Dr. Javed Mahmood,Documents related to cultural activities during liberation war of 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2595,Photograph of Alamgir Kabir,30,,,,,Dr. Javed Mahmood,Photograph of Alamgir Kabir,https://www.liberationwarmuseumbd.org/page/object-donor-list
2596,Photograph of Khan Md,30,,,,,Dr. Javed Mahmood,Photograph of Khan Md. Farabi,https://www.liberationwarmuseumbd.org/page/object-donor-list
2597,Photograph of Martyr Khosru,30,,,,,Sultana,Photograph of Martyr Khosru,https://www.liberationwarmuseumbd.org/page/object-donor-list
2598,Recorder used by Martyr Md,30,,,,,Md. Mohsin Sarker,"Recorder used by Martyr Md. Abdul Gofur sarker. He was killed by Pakistani Army on 18th July, 1971 at his own house at the age of 65.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2599,Photograph of Martyr Ahmedur Rahman,30,,,,,Mrs. Mariyum Rahman,Photograph of Martyr Ahmedur Rahman,https://www.liberationwarmuseumbd.org/page/object-donor-list
2600,Personal belongings of Martyr Ahmedur Rahman,30,,,,,Mrs. Mariyum Rahman,Personal belongings of Martyr Ahmedur Rahman,https://www.liberationwarmuseumbd.org/page/object-donor-list
2601,Photograph — Photograph of Martyr Aminul Islam Chowdhury ; He was captured by Pak Hanader on 13 July 1971 from his home and,30,,,,,Shahabuddin Ahmed Chowdhury,Photograph : Photograph of Martyr Aminul Islam Chowdhury ; He was captured by Pak Hanader on 13 July 1971 from his home and killed him by shooting.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2602,Binocular : Mr,30,,,,,Mr. Mohammad Abdul Jalil,"Binocular : Mr. Mohammad Abdul Jalil and Captain Lieutenant Colonel Nuruzzaman was the organizer of 7 number Sector ; There was a camp of Pakistani Soldier at Hili Atpara ,Joypurhat which was included in this sector ; By the command of brave Freedom Fighter Abdus Samad and A.Z.M. Ibrahim Hossain 51 Freedom Fighters attacked the camp on 06.10.1971 ; Pakistani Soldiers left the camp and they usurped some arms and ammunition ; in that time they got the binoculer from the incharge of Pakistani camp.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2603,Charge Sheet of 14 War victim women to president,30,,,,,Rafiq Uddin Ahmed(Ponir),"Charge Sheet of 14 War victim women to president, Awami League, Kishorganj Mohiuddin Ahmed. They were raped by Pakistani army on 16th june, 1971 at Pacholgota, Patua Vanga in Pakundia thana,Kishorganj, Mymensingh district.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2604,Different Newspaper Cuttings and Magazines of 1970-1971,30,,,,,Arnold Zeitlin,Different Newspaper Cuttings and Magazines of 1970-1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2605,Bulletins,30,,,,,Arnold Zeitlin,Bulletins,https://www.liberationwarmuseumbd.org/page/object-donor-list
2606,Documents and Papers on Bangladesh Liberation War,30,,,,,Arnold Zeitlin,Documents and Papers on Bangladesh Liberation War,https://www.liberationwarmuseumbd.org/page/object-donor-list
2607,A part of splinter shell,30,,,,,Mostofa Dilki Tamanna,"A part of splinter shell; In 1971,in the last stage of liberation war when Pakistani Army threw bomb over the freedom fighter then a part of the splinter of the bomb shell in front of popular press situated at Brahmanbaria Madrasha Road.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2608,List of the Al- Badar,30,,,,,Rafiq Uddin Ahmed(Ponir),List of the Al- Badar,https://www.liberationwarmuseumbd.org/page/object-donor-list
2609,List of the Pakistani Mujahid,30,,,,,Rafiq Uddin Ahmed(Ponir),List of the Pakistani Mujahid,https://www.liberationwarmuseumbd.org/page/object-donor-list
2610,List of the Mujahid-E-Islam,30,,,,,Rafiq Uddin Ahmed(Ponir),List of the Mujahid-E-Islam,https://www.liberationwarmuseumbd.org/page/object-donor-list
2611,Weapons used during liberation war of 1971,30,,,,,Dhaka Cantonment,Weapons used during liberation war of 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2612,Document — Complain letter against Razakar of 1971,30,,,,,Rofiq Uddin Ahmed (Ponir),Document: Complain letter against Razakar of 1971.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2613,Photograph,30,,,,,Ayub-Bin-Haidar,Photograph; Celebrating 21st February after liberation war,https://www.liberationwarmuseumbd.org/page/object-donor-list
2614,Photograph,30,,,,,Ayub-Bin-Haidar,Photograph; After liberation war a local people raised their complain from their leader.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2615,Photograph,30,,,,,Ayub-Bin-Haidar,Photograph; Distribution food a refuge from India after liberation war,https://www.liberationwarmuseumbd.org/page/object-donor-list
2616,Photograph,30,,,,,Mr. Abu Fokir Mohammad Altaf Hossain,Photograph; Late advocate Anayet Hossain khan lead of established in revolutionary committee in March 26,https://www.liberationwarmuseumbd.org/page/object-donor-list
2617,Different Magazines published in1969,30,,,,,Rafiqul Alam Soyed,"Different Magazines published in1969, 1971 and 1972",https://www.liberationwarmuseumbd.org/page/object-donor-list
2618,White Paper,30,,,,,Rafiqul Alam Soyed,"White Paper; About a critical situation of west Pakistan; August 5th,1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2619,The constitution,30,,,,,Rafiqul Alam Soyed,The constitution; A Summary; The constitution of Pakistan,https://www.liberationwarmuseumbd.org/page/object-donor-list
2620,Signal Training,30,,,,,Rafiqul Alam Soyed,Signal Training;(All Arms) Pamphlet No.06 Artillery fire orders procedure 1960 Pakistan Army,https://www.liberationwarmuseumbd.org/page/object-donor-list
2621,Literature anthology,30,,,,,Rafiqul Alam Soyed,Literature anthology ; Bangladesh West Pakistan chattroleague in 1969-1970,https://www.liberationwarmuseumbd.org/page/object-donor-list
2622,Books,30,,,,,Rafiqul Alam Soyed,"Books, Booklets and Brochures",https://www.liberationwarmuseumbd.org/page/object-donor-list
2623,Documents,30,,,,,Rafiqul Alam Soyed,Documents,https://www.liberationwarmuseumbd.org/page/object-donor-list
2624,Personal letters and post cards,30,,,,,Rafiqul Alam Soyed,Personal letters and post cards,https://www.liberationwarmuseumbd.org/page/object-donor-list
2625,Newspaper CINE ADVANCE,30,,,,,Rafiqul Alam Soyed,Newspaper CINE ADVANCE;12.02.1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2626,Pakistani currency (100),30,,,,,Rafiqul Alam Soyed,Pakistani currency (100),https://www.liberationwarmuseumbd.org/page/object-donor-list
2627,Postal Ticket,30,,,,,Rafiqul Alam Soyed,Postal Ticket,https://www.liberationwarmuseumbd.org/page/object-donor-list
2628,Pen(Sefers),30,,,,,Salina Hossain,Pen(Sefers); During Liberation war in 1971 written by this pen acknowledged stories Salina Hossain about liberation war (War) and (Hounger Nodi graneed) written literary work manuscript to be composition;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2629,Spool,30,,,,,Maj Gen. Imamuz Zaman(Retd),Spool; Liberation,https://www.liberationwarmuseumbd.org/page/object-donor-list
2630,Photograph of Syed Nazrul Islam and M.A,30,,,,,Sabbir Ahmed,Photograph of Syed Nazrul Islam and M.A. Kuddus in a 1970 public meeting.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2631,Photograph of special casting artists of Protirokkha Ruporekha-91,30,,,,,Jogotbondho Roy,Photograph of special casting artists of Protirokkha Ruporekha-91,https://www.liberationwarmuseumbd.org/page/object-donor-list
2632,Photograph of seminars and protests of student union in Kishorganj demanding the release of Bangabandhu Sheikh Mujibur Rahman a…,30,,,,,Liyakot Hossain Manik,Photograph of seminars and protests of student union in Kishorganj demanding the release of Bangabandhu Sheikh Mujibur Rahman after the news of his imprisonment.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2633,Photograph of Martyr Intellectual Dr,30,,,,,Lutfor Rashid Rana,Photograph of Martyr Intellectual Dr. Munir Chowdhury at Shilpokala Academy in Kishorgonj Mohokumar during liberation war of 1971. It was his last visit outside Dhaka.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2634,List of the 132 members in Kishorganj Sub-divisional Peace Committee ( general Committee),30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 132 members in Kishorganj Sub-divisional Peace Committee ( general Committee),https://www.liberationwarmuseumbd.org/page/object-donor-list
2635,list of the 35 members of Bhoirab thana Peace committee,30,,,,,Rofiq Uddin Ahmed (Ponir),list of the 35 members of Bhoirab thana Peace committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2636,List of the 25 members in Nikli Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 25 members in Nikli Thana Peace Committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2637,List of the 47 members of Itna Thana Peace committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 47 members of Itna Thana Peace committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2638,Document,30,,,,,Rofiq Uddin Ahmed (Ponir),"Document; BANAGRAM UNION PEACE COMMITTEE PS Kathiadi, Dist ; Mymensingh; Date; 10.12.1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2639,list of the 26 members of Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),"list of the 26 members of Thana Peace Committee, Kishorganj",https://www.liberationwarmuseumbd.org/page/object-donor-list
2640,List of the 114 members of the Pakundia Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 114 members of the Pakundia Thana Peace Committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2641,List of the 39 members of the Hosenpur Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 39 members of the Hosenpur Thana Peace Committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2642,List of the 40 members of the Karimganj Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 40 members of the Karimganj Thana Peace Committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2643,List of the 43 members of Katiadi Thana Peace Committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 43 members of Katiadi Thana Peace Committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2644,List of the 18 members of Kuliarchar thana Peace committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 18 members of Kuliarchar thana Peace committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2645,List of the 56 members of Bajitpur thana peace committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 56 members of Bajitpur thana peace committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2646,List of the 49 members of Austagram thana peace committee,30,,,,,Rofiq Uddin Ahmed (Ponir),List of the 49 members of Austagram thana peace committee,https://www.liberationwarmuseumbd.org/page/object-donor-list
2647,"Newspaper — Doinik Bangla ( Binding 26th March, 1971). This issue could not be published during 1971. So in early 1972, it",30,,,,,Mohammad Jhangir,"Newspaper: Doinik Bangla ( Binding 26th March, 1971). This issue could not be published during 1971. So in early 1972, it was published regular with the title- Jotha somoye prokash sombhob hoy ni.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2648,Document,30,,,,,Md. Nuruzzaman,Document; Hindu-Muslim Sompritir Pothuya Kobita;During Pakistan; One copy;Pages; 8 ;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2649,Photograph of the then Prime Minister of Bangla A K Fazlul Haq with Kobiguru Rabindranatha tagore,30,,,,,Dr.A.H. Syedur Rahman,"Photograph of the then Prime Minister of Bangla A K Fazlul Haq with Kobiguru Rabindranatha tagore. Year: 1939, Size: 3.9″X 4.5″.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2650,Photograph of The PM Mr.Tajuddin Ahmed speaking to the world press after the inaugural ceremony,30,,,,,C.M. Tarek Reza,Photograph of The PM Mr.Tajuddin Ahmed speaking to the world press after the inaugural ceremony.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2651,Photograph,30,,,,,C.M. Tarek Reza,Photograph; Sayed Nazrul Islam the acting president inspects guard of honour at the inaugural function at the Bangladesh Government at Mujib nagar,https://www.liberationwarmuseumbd.org/page/object-donor-list
2652,Photographs of refugees,30,,,,,C.M. Tarek Reza,Photographs of refugees,https://www.liberationwarmuseumbd.org/page/object-donor-list
2653,Button — Freedom and relief for the people of East Bengal,30,,,,,Tootli Rahman,Button : Freedom and relief for the people of East Bengal,https://www.liberationwarmuseumbd.org/page/object-donor-list
2654,Button — Stop genocide recognize Bangladesh,30,,,,,Tootli Rahman,Button :Stop genocide recognize Bangladesh,https://www.liberationwarmuseumbd.org/page/object-donor-list
2655,Button — Long Live Bangladesh,30,,,,,Tootli Rahman,Button :Long Live Bangladesh,https://www.liberationwarmuseumbd.org/page/object-donor-list
2656,"Newspaper — Ganakantha, Date :15 Chaitro ,1378 (Wednesday) ; Page – 3.There is a description of bold contribution of Freed",30,,,,,Md. Abdul Latif Selim,"Newspaper : Ganakantha, Date :15 Chaitro ,1378 (Wednesday) ; Page – 3.There is a description of bold contribution of Freedom Fighter Abdul Latif Selim. He was tortured by the Pak Bahini.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2657,Time Magazines of different date of 1971,30,,,,,Irshad Ahmed,Time Magazines of different date of 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2658,Blood : Blood of Language Martyr Barkat ,30,,,,,Kazi Abdul Latif,Blood : Blood of Language Martyr Barkat .,https://www.liberationwarmuseumbd.org/page/object-donor-list
2659,Photograph of Goyeshpur Bazar,30,,,,,Goura Shaha,"Photograph of Goyeshpur Bazar ,Gafargaon which was destroyed through bombing by the Pak Bahini in the last week of April",https://www.liberationwarmuseumbd.org/page/object-donor-list
